Informant,response mantel 8.4,Comments
MS571,0,
MS572,mantel ,
MS573,NR,
MS574,mantel ,
MS575,mantel ,
MS575,mantelpiece ,
MS576,mantel ,
MS577,mantelpiece ,
MS578,mantelpiece ,
MS579,mantelpiece ,
MS580,mantelboard ,
MS581,mantel ,
MS582,mantelboard ,
MS583,mantelboard ,
MS584,mantelboard ,
MS585,mantel ,
MS585,shelf mantel ,
MS586,mantel ,
MS586,mantelpiece ,
MS587,mantelpiece ,
MS588,mantelpiece ,
MS589,mantel ,
MS590,mantel ,
MS590,mantelpiece ,
MS591,mantel ,
MS592,NR,
MS593,mantelpiece ,
MS593,shelf ,
MS594,mantelpiece ,
MS595,mantel ,
MS596,mantelpiece ,
MS596,shelf ,
MS597,mantel ,
MS598,mantel ,
MS598,mantelpiece ,
MS599,mantel ,
MS600,fireplace mantel ,
MS600,mantel ,
MS600,mantelboard ,
MS600,mantelpiece ,
MS601,mantel ,
MS602,fireboard ,
MS603,mantelshelf ,
MS604,mantelshelf ,
MS605,mantel ,
MS605,mantelboard ,
MS606,mantel ,
MS607,mantel ,
MS607,shelf ,
MS608,mantel ,
MS609,mantelpiece ,
MS610,fire shelf ,
MS610,mantel ,
MS610,shelf ,
MS611,NR,
MS612,mantelpiece ,
MS613,mantel ,
MS614,mantel ,
MS615,mantel ,
MS615,mantelpiece ,
MS616,mantel ,
MS616,mantelshelf ,
MS617,mantelpiece ,
MS618,mantel ,
MS619,shelf ,
MS620,mantelpiece ,
MS621,NR,
MS622,mantel ,
MS623,mantel ,
MS623,mantelpiece ,
MS624,mantel ,
MS625,mantelpiece ,
MS626,mantelpiece ,
MS627,mantel ,
MS628,mantelshelf ,
MS629,mantel ,
MS629,mantelshelf ,
MS629,oak ,
LA630,mantelshelf ,
LA631,NR,
LA632,mantel ,
LA632,mantelpiece ,
LA633,mantel ,
LA634,board ,
LA634,mantel ,
LA635,mantel ,
LA636,NR,
LA637,mantelpiece ,
LA638,mantelpiece ,
LA639,mantelpiece ,
LA640,mantel ,
LA640,mantelpiece ,
LA641,mantelpiece ,
LA642,mantel ,
LA642,mantelpiece ,
LA643,NR,
LA644,mantel ,
LA645,mantelpiece ,
LA646,mantel ,
LA647,mantelpiece ,
LA647,shelf ,
LA648,mantel ,
LA649,mantel ,
LA650,mantelpiece ,
LA651,NR,
LA652,mantelpiece ,
LA653,NR,
LA654,NR,
LA655,mantel ,
LA656,mantel ,
LA657,mantelpiece ,
LA657X,mantel ,
LA657Y,mantel ,
LA657Y,mantelpiece ,
LA657Z,chimney ,
LA657Z,mantelpiece ,
LA658,mantelpiece ,
LA659,board ,
LA660,mantelpiece ,
LA660,shelf ,
LA661,mantelpiece ,
LA662,mantel ,
LA663,mantel ,
LA664,mantel ,
LA665,NR,
LA666,la corniche ,
LA667,la corniche ,
LA667,shelf ,
LA668,mantelpiece ,
LA669,mantelpiece ,
LA670,mantelpiece ,
LA671,mantel ,
LA671,mantelpiece ,
LA672,mantelpiece ,
LA672,shelf ,
LA673,mantelpiece ,
AR674,fireplace mantel ,
AR675,mantel ,
AR676,mantel ,
AR677,NR,
AR678,mantel ,
AR679,mantel ,
AR680,mantel ,
AR681,fireplace mantel ,
AR682,mantel ,
AR683,mantel ,
AR684,fireplace mantel ,
AR684,mantel ,
AR685,mantel ,
AR686,mantel ,
AR687,mantel ,
AR688,shelf ,
AR689,fireplace mantel ,
AR689,mantel ,
AR690,mantel ,
AR691,mantel ,
AR692,mantelpiece ,
AR693,mantel ,
AR694,fireplace mantel ,
AR694,mantel ,
AR694,wooden mantel ,
AR695,mantel ,
AR696,mantel ,
AR697,mantel ,
AR697,mantelboard ,
AR698,mantel ,
AR699,mantelpiece ,
AR700,NR,
AR701,mantel ,
AR702,mantel ,
AR703,mantel ,
AR704,mantel ,
AR705,mantel ,
AR706,mantel ,
AR707,mantel ,
AR708,mantel ,
AR709,mantel ,
AR710,mantel ,
AR711,mantel ,
AR712,mantel ,
AR713,fireplace mantel ,
AR713,mantel ,
AR714,mantel ,
AR715,fireplace mantel ,
AR715,mantelpiece ,
AR716,fireplace mantel ,
AR716,mantel ,
AR717,fireplace mantel ,
AR718,mantel ,
AR719,mantel ,
AR720,mantel ,
AR721,mantel ,
AR722,NR,
AR723,arch ,
AR723,arch rock ,
AR723,mantel ,
AR724,mantel ,
AR725,mantel ,
AR725,mantelpiece ,
AR726,fireplace mantel ,
AR727,mantel ,
AR728,mantel ,
AR729,mantel ,
AR730,mantel ,
AR731,mantel ,
AR732,mantel ,
AR733,fireplace mantel ,
AR733,mantel ,
AR734,NR,
AR735,NR,
AR736,mantel ,
AR737,mantel ,
AR738,mantel ,
AR739,mantel ,
AR740,mantelboard ,
AR741,mantel ,
AR742,mantel ,
AR743,mantelpiece ,
AR744,mantelboard ,
AR745,mantel ,
AR746,mantel ,
AR746,mantelpiece ,
AR747,mantelpiece ,
AR748,shelf ,
AR749,mantel ,
AR750,mantelboard ,
AR751,mantel ,
AR752,NR,
AR753,mantel ,
AR754,mantel ,
AR755,NR,
LA756,mantelpiece ,
LA757,mantel ,
LA758,mantel ,
LA758,mantelboard ,
LA759,mantelpiece ,
LA760,NR,
LA761,mantel ,
LA761,mantelpiece ,
LA762,mantelpiece ,
LA763,mantelboard ,
LA764,mantelshelf ,
LA765,mantel ,
LA766,shelf ,
LA767,mantelpiece ,
LA768,mantel ,
LA768,shelf ,
LA769,mantel ,
LA770,mantel ,
LA771,mantelshelf ,
LA771,shelf ,
LA772,mantelboard ,
LA773,mantel ,
LA773,mantelboard ,
LA773,mantel log ,
LA774,mantelboard ,
LA775,mantelpiece ,
LA776,mantel ,
LA777,mantel ,
LA778,mantel ,
LA778,mantelpiece ,
LA779,mantel ,
LA780,mantel ,
LA781,mantel ,
LA782,mantelboard ,
LA783,mantelshelf ,
LA784,mantelpiece ,
LA785,mantel ,
LA786,fireplace mantel ,
LA786,mantel ,
LA787,mantel ,
LA788,mantel ,
LA789,la corniche ,
LA789,mantel ,
LA789,mantelshelf ,
LA789,shelf ,
LA790,mantelshelf ,
LA791,mantel ,
LA791,mantelboard ,
LA792,mantelshelf ,
LA793,mantel ,
LA793,mantelpiece ,
LA794,mantelshelf ,
LA795,mantel ,
LA795,mantelboard ,
LA795,mantelpiece ,
LA796,NR,
LA797,mantel ,
LA797,mantelpiece ,
LA798,mantel ,
LA799,NR,
LA800,mantelboard ,
LA801,mantel ,
LA802,mantelpiece ,
LA803,mantelpiece ,
LA804,mantel ,
LA804,mantelpiece ,
LA805,mantel ,
LA806,mantel ,
LA807,mantelpiece ,
LA808,fire mantel ,
LA808,shelf ,
LA809,mantel ,
LA809,mantelpiece ,
LA810,shelf ,
LA811,mantel ,
LA811,mantelpiece ,
LA812,shelf ,
LA813,mantelpiece ,
LA814,NR,
LA815,mantel ,
LA816,NR,
LA817,shelf ,
TX818,shelf ,
TX819,mantelpiece ,
TX820,mantel ,
TX821,mantelshelf ,
TX822,mantelpiece ,
TX823,fireplace mantel ,
TX823,medicine shelf ,
TX824,mantel ,
TX825,mantel ,
TX825,mantelpiece ,
TX826,mantel ,
TX827,mantel ,
TX828,mantel ,
TX829,mantel ,
TX830,mantel ,
TX831,mantel ,
TX832,mantel ,
TX833,mantel ,
TX834,mantel ,
TX835,mantel ,
TX835,shelf ,
TX836,fireplace shelf ,
TX836,mantel ,
TX837,mantelboard ,
TX838,board ,
TX838,fireplace mantel ,
TX839,shelf ,
TX840,mantelboard ,
TX841,NR,
TX842,mantel ,
TX843,mantel ,
TX844,mantel ,
TX845,mantel ,
TX846,mantel ,
TX847,mantel ,
TX848,mantel ,
TX849,mantel ,
TX850,mantelpiece ,
TX851,mantel ,
TX852,mantel ,
TX853,mantel ,
TX854,mantel ,
TX855,mantelshelf ,
TX856,mantelboard ,
TX856,shelf ,
TX857,board ,
TX857,mantelpiece ,
TX858,mantel ,
TX858,mantelpiece ,
TX859,mantel ,
TX860,mantel ,
TX861,mantel ,
TX862,ledge ,
TX862,shelf ,
TX863,mantel ,
TX863,mantelpiece ,
TX864,NR,
TX865,mantel ,
TX866,NR,
TX867,mantel ,
TX868,mantel ,
TX869,mantel ,
TX870,chimney breast ,
TX870,mantel ,
TX871,mantelpiece ,
TX872,mantelpiece ,
TX872,shelf ,
TX873,mantel ,
TX873,mantelpiece ,
TX874,mantel ,
TX875,mantel ,
TX875,mantelpiece ,
TX876,mantel ,
TX877,NR,
TX878,mantel ,
TX879,mantel ,
TX879,mantelpiece ,
TX880,mantel ,
TX881,NR,
TX882,mantel ,
TX883,NR,
TX884,board ,
TX884,mantel ,
TX885,mantel ,
TX886,mantel ,
TX887,mantel ,
TX887,mantelpiece ,
TX888,whatnot shelf ,
TX889,mantel ,
TX890,mantel ,
TX891,mantel ,
TX892,mantelpiece ,
TX893,mantel ,
TX894,mantel ,
TX895,mantel ,
TX896,NR,
TX897,chimenea ,
TX898,mantel ,
TX898,shelf ,
TX899,mantel ,
TX900,shelf ,
TX901,mantel ,
TX902,mantel ,
TX902,mantelpiece ,
TX903,mantelpiece ,
TX904,mantelpiece ,
TX905,mantelpiece ,
TX906,mantel ,
TX907,mantel ,
TX907,mantelpiece ,
TX908,mantel ,
TX909,mantel ,
TX910,mantelpiece ,
TX911,mantelpiece ,
CT30,mantelpiece,
CT032,mantel,
CT033,"mantel, mantelshelf",
CT034,mantel,
CT039,mantel,
CT040,mantel,for mantel-shelf
CT041,mantel,mantel shelf
CT043,shelf,"suggested mantel, mantel shelf, mantel piece (all 3)"
CT060,shelf,"""it's on the shelf there""; says more common than any of the others"
CT62,"shelf, mantelshelf",
CT69,"mantelshelf, mantel",same
CT92,mantelshelf,
CT103,"mantel, mantelshelf",says he used to hear [mantel shelf] among the illiterate
CT109,"chimney shelf, mantelshelf",anything not on the chimney is mantel shelf. You can take down mantel shelf but not chimney shelf. I've had it called breast of the chimney but not often
CT112,mantelpiece,
CT113,mantel,
CT126,mantelpiece,the shelf itself
CT133,mantel,"the shelf, the entire frame"
CT139,"mantelpiece, mantel",mine; the books on the mantel piece others
CT142,the mantel,
CT160,"mantel, mantelshelf",mantel: now; mantel shelf: as child
CT183,mantel,
CT184,mantelshelf,
CT187,mantel,
CT188,mantel,
CT189,mantel,
CT190,mantelpiece,very little aspiration on [p]
CT191,the shelf,suggested; has heard mantel shelf but other folks always called it shelf
CT192,mantel,
CT193,"mantelshelf, shelf",shelf: always says; mantel shelf: some call it
CT195,mantel,
CT196,"mantel, mantelpiece",the shelf over the fireplace
CT197,mantel,
CT198,"chimney shelf, mantelshelf",use a chimney shelf for more kinda purposes. A mantel shelf they don't put so much rubbish on it.
CT199,"mantelpiece, mantel",some call it mantel
CT205,"mantel, mantelpiece",in of old-fashioned houses here the sides of the chimney and mantel piece [IPA] most always painted blue
CT206,"mantel, mantelpiece","mantel: none in old houses; mantel piece: suggested, oh yes!"
CT209,mantel,
CT210,mantel,
CT215,missing,
CT216,mantelpiece,very little aspiration in [p]
CT217,mantel,
CT218,mantel,
CT233,"shelf, mantelpiece, mantel",
CT234,"mantel, mantelpiece, mantelshelf",
CT254,mantel,
CT260,mantel,
CT261,"mantel, mantelpiece",
CT262,mantelpiece,
CT266,mantel,
CT282,mantel,
CT283,"shelf, mantel",daughter: mantel
CT286,mantelshelf,
CT287,"mantel, mantelpiece",
CT373,"mantel, shelf, mantelshelf",prefers mantel; decides wolund't say mantel shelf
CT384,shelf,not familiar
CT385,"a shelf, a mantelshelf",I suppose the proper name is a mantel shelf; but he doesn't use it
CT386,"mantelpiece, shelf",mantel piece: rarer; shelf: commoner
CT387,mantel,
CT400,"fire jam, mantel, shelf",[pic]
CT401,mantel,
CT405,"mantelshelf, mantelpiece",
CT406,"mantelpiece, shelf",some say shelf
CT407,"mantel, shelf",shelf: may have used as a child
CT408,"mantel, mantelpiece",
CT417,"mantelshelf, lintel, mantelpiece, mantel tree piece",lintel: stone top; mantel tree piece: grandmother said
CT418,"mantel, parlor mantel",
CT419,mantelpiece,
CT422,mantelpiece,
IL1A,a little shelf,2 brackets and shelf
IL1B,mantel,
IL1C,mantel,
IL2,mantel,
IL3A,"a shelf, mantel",mantel: fireplace; shelf: in kitchen for clock
IL3B,NR,
IL3C,a mantelpiece,
IL3D,mantel,
IL4,mantel,
IL5,mantel,
IL6A,shelf,
IL6B,a shelf,
IL6C,mantelpiece,
IL7,mantel,
IL8A,mantel,
IL8B,a mantel,
IL8C,a shelf,over fireplace
IL8D,mantel,
IL9,mantel,wife's parents had a clock shelf
IL10A,mantel,
IL10B,mantel,
IL10C,the mantel,
IL11A,shelf,
IL11B,mantel,
IL11C,mantel,
IL12A,the mantel,
IL12B,mantelpiece,
IL12C,mantel,
IL12D,mantel,
IL12E,NR,
IL12F,mantel,
IL12G,mantels,not necessarily over fireplace
IL12HN,mantelpiece,
IL12I,mantel,
IL12JN,mantel,
IL12K,NR,
IL12LN,mantel,
IL12M,"mantel, mantelpiece",
IL12N,mantel,"not necessarily, conversational"
IL12O,the mantel,
IL12P,mantel,
IL12Q,"mantel, mantelpiece",
IL12R,mantel,
IL13A,NR,
IL13B,mantelpiece,
IL13C,mantel,
IL13D,mantel,
IL13E,"mantel, shelf",
IL14,mantel,
IL15A,mantel,
IL15B,mantel,
IL16A,mantel,
IL16B,"a shelf, clock shelf",
IL16C,the mantel,
IL17,shelf,
IL18,"shelf, mantelshelf",
IL19A,mantel,
IL19B,mantel,
IL20A,a shelf,
IL20B,"the mantel, mantel",
IL21,mantelshelf,
IL22,mantel,
IL23A,mantel,
IL23B,mantel,
IL24A,mantel,
IL24B,mantel,
IL25A,mantel,
IL25B,"mantelpiece, mantel",
IL26,mantel,
IL27A,"shelf, mantel",
IL27B,mantel,
IL28A,mantelpiece,
IL28B,the mantel,
IL29A,mantel,
IL29B,mantel,
IL30A,"shelf, mantels, mantelshelf, mantelpiece",
IL30B,a shelf,
IL31A,just a mantel,
IL31B,shelf,
IL32,mantel,
IL33A,mantel,
IL33B,mantelpiece,
IL34,shelf,
IL35,mantel,
IL36A,"the mantel, the mantelpiece",
IL36B,mantel,
IL37A,mantel,a foot wide
IL37B,mantel,
IL38A,"the shelf, mantelpiece",
IL38B,a mantelpiece,
IL39A,mantel,
IL39B,mantel,hang the baby's stocking
IL39C,mantel,
IL40,mantel,
IL41A,mantel,
IL41B,mantel,
IL42A,mantel,
IL42B,clock shelf,
IL43A,mantel,
IL43B,mantel,
IL43C,a mantel,
IL44A,"the mantelpiece, mantel",
IL44B,the mantel,
IL45A,mantel,
IL45B,mantel,
IL46A,"a mantelpiece, a shelf",
IL46B,"the mantel, shelf",
IL46C,a mantel,
IL46D,a mantelpiece,on wall
IL47A,a mantel,
IL47B,mantel,
IL48A,"shelf, mantel",
IL48B,a mantel,
IL49A,mantelpiece,
IL49B,a mantel,
IL50A,mantelpiece,
IL50B,mantel,
IL50C,mantel,
IL51A,a mantel,large
IL51B,mantelpiece,
IL52A,mantel,
IL52B,mantel,
IL53A,mantelpiece,
IL53B,the mantel,
IL54,"the mantelpiece, mantelpiece, mantel",
IL55A,"mantel, mantels, mantelpieces",
IL55B,a mantel,
IL55C,the mantel,
IL56A,a mantel,
IL56B,mantel,
IL57,NR,
IL58A,fire hoard,even stress
IL58B,the mantel,
IL58C,mantel,
IN1A,shelf above the fireplace,
IN1B,a shelf,
IN2A,shelf,
IN2B,mantel,
IN3A,NR,
IN3B,mantel,
IN4A,mantel,
IN4B,mantel,
IN5,"mantel, shelf",
IN6A,mantel,
IN6B,mantel,
IN6C,mantel,
IN7A,mantelboard,
IN7B,"mantelpiece, shelf",
IN7C,mantel,
IN8A,mantel,
IN8B,mantel,
IN8C,mantel,
IN8D,mantel,
IN8E,mantel,
IN9A,NR,
IN9B,mantel,
IN9C,mantel,
IN9D,mantel,
IN10A,mantel,
IN10B,mantel,lenient
IN10C,mantel,
IN11A,mantel,
IN11B,mantel,
IN12A,mantel,
IN12B,NR,264.8
IN12C,mantel,
IN12D,mantel,
IN12E,mantel,
IN13A,mantel,
IN13B,mantel,
IN13C,missing,
IN13D,mantel,
IN13E,NR,
IN14A,mantel,
IN14B,NR,
IN14C,the mantel,
IN15A,mantel,
IN15B,mantel,
IN15C,mantel,
IN16A,the mantelpiece,
IN16B,mantel,
IN16C,mantel,
IN17A,mantelpiece,
IN17B,fire board,
IN18A,fire board,
IN18B,mantel,
IN19A,mantel,
IN19B,mantel,
IN20A,mantel,
IN20B,mantel,
IN21A,mantel,
IN21B,mantel,
IN22A,"mantel, fire board",mantel: his
IN22B,mantel,
IN22C,mantel,
IN23A,mantel,
IN23B,mantel,
IN24A,mantel,
IN24B,mantel,
IN25A,"mantel, mantelpiece",
IN25B,"mantel, mantels, mantelpiece, fire board, clock shelf",fire board: natural
IN25C,NR,
IN26A,mantel,
IN26B,mantel,
IN26C,mantel,
IN27A,"mantel, fire board",
IN27B,mantel,
IN27C,mantel,
IN28A,mantel,
IN28B,mantel,
IN28C,mantel,
IN29A,NR,
IN29B,mantel,
IN29C,mantel,
IN29D,mantel,
IN30,mantel,
KY1A,mantel,
KY1B,mantel,
KY1C,a mantel,
KY2A,mantel,"since the [IPA] is reduced, the [IPA] sounds like an [IPA] glide"
KY2B,mantel,
KY3A,fire board,
KY3B,mantel,
KY4,mantelpiece,
KY5A,mantelboard,"""what did you call the board above…"""
KY5B,mantel,
KY6A,mantel,
KY6B,mantel,
KY7AA,mantel,
KY7B,"mantelpiece, mantels",
KY7BA,mantel,
KY7C,mantel,
KY7D,mantel,
KY7F,mantel,
KY7NA,"mantel, shelf",
KY7NE,mantel,whole
KY8A,the mantel,"clock, etc, looking glasses"
KY8B,mantelpiece,
KY8C,mantelpiece,
KY9A,mantel,
KY9B,mantel,
KY9C,mantel,
KY10A,"fire board, mantel",
KY10B,the mantel,
KY11A,mantel,
KY11B,mantel,
KY12A,"the mantel, mantelpiece",
KY12B,a fire board,
KY12C,fire board,above
KY12D,"the mantel, fire board",fire board: wood or stone
KY13A,a mantel,
KY13B,"mantel, fire board",
KY14A,mantel,
KY14B,mantel,
KY15,mantelpiece,
KY16A,mantel,newer term
KY16B,mantel,
KY16C,mantel,
KY17B,the mantel,
KY17C,mantelpiece,
KY17D,mantel,
KY17E,"mantelpiece, mantel",mantel piece: whole; mantel: shelf
KY17F,mantel,
KY17NA,mantelpiece,
KY18A,fire board,
KY18B,mantel,
KY18C,the mantel,
KY19A,mantel,
KY19B,mantel,"2 holes, board on top"
KY19C,mantelpiece,
KY19D,the mantelpiece,big
KY20A,"a mantel, a fire board",
KY20B,"the mantel, fire board",
KY21A,"fire board, mantels",
KY21B,"mantel, fire board, ash rock",
KY21C,a mantel,no other
KY22A,mantel,conversational
KY22B,a mantel,
KY22C,mantel,
KY23A,a mantel,over fireplace
KY23B,a mantel,
KY24A,a mantelboard,clocks
KY24B,mantel,"clocks, lamps etc"
KY24C,mantel,
KY24D,mantel,
KY25A,mantel,
KY25B,mantel,
KY26A,mantel,
KY26B,"mantel, mantelboard",
KY27A,fire board,pegged in
KY27B,"a fire board, mantel",
KY28A,a mantelboard,to set brass lamps on
KY28B,"mantel, the shelf, fire shelf, fire board",pegs
KY28C,"a fire board, mantel",
KY29A,"a fire board, mantel",mantel: now
KY29B,mantelpiece,
KY30A,fire board,
KY30B,"mantels, fire board",
KY30C,mantelpiece,
KY30D,"a board, board, fire board",
KY30E,"a shelf, mantel, fire board",
KY31A,a fire board,
KY31B,"fire board, clock shelf",
KY31C,"a fire board, punchen",
KY31D,"fire board, mantel",
KY32,fire board,
KY33A,fire board,
KY33B,mantel,
KY33C,"fire board, mantel",mantel: now
KY34A,"a mantel, a fire board",lamp
KY34B,"fire board, clock shelf, medicine shelf",
KY34C,"fire board, mantel",
MA1,mantel,
MA2,mantelpiece,
MA3,mantel,
MA4,mantel,
MA5,mantel,
MA6,mantel,
MA7,"mantel, mantelshelf, shelf",
MA8,"the mantel, shelf",
MA9,mantel,
MA10,"shelf, mantel",
MA12,"mantel, shelf","mantel: entire wood arch, syllabic division; shelf: on top"
MA13,mantelpiece,
MA14,mantel,
MA15,"mantel, mantelpiece",mantel piece: old timers used to call it that
MA16,mantelshelf,
MA21,mantel,"I guess, isn't it? Thinks mantel refers to shelf"
MA22,"mantel, mantelpiece",both used in boyhood home
MA24,"mantelshelf, chimley",chimley: on a house only
MA25,mantelshelf,
MA26,"mantelpiece, mantel",
MA27,mantelpiece,
MA28,shelf,
MA29,mantelpiece,
MA35,"mantel, mantelpiece","also refers to a separate shelf, bracketed on wall, not connected with a fireplace"
MA36,mantel,mantel: just the shelf
MA37,mantelshelf,
MA38,mantel,
MA45,mantelpiece,the wood shelf
MA46,mantel,
MA47,mantelpiece,
MA52,"shelf, mantel",mantel: taught to say
MA54,mantel,
MA55,mantel,
MA56,mantel,
MA57,mantelpiece,
MA58,missing,
MA59,"mantel, mantelshelf",mantel shelf: older word
MA61,missing,
MA70,mantel,
MA72,mantel,
MA73,"mantel, mantel tree piece",has heard mantel tree piece [last syllable without stress]
MA74,mantelpiece,
MA79,mantelpiece,
MA80,mantel,
MA81,mantelshelf,
MA82,mantel,
MA89,mantel,
MA90,mantelpiece,suggested
MA91,mantel,
MA93,mantelpiece,
MA94,mantel,
MA95,mantelpiece,
MA96,mantel,
MA97,"mantel, mantelpiece, shelf","we used to say shelf, but this might be over the stove too"
MA102,"mantel, chimney piece","mantel: also used, but not so often by the informant"
MA104,shelf,
MA105,"shelf, mantel","shelf: alone; mantel: Burgess defines mantel is whole thing altogether, shelf, sides, etc, said by daughter"
MA106,mantelpiece,
MA107,mantel,spells m-a-n-t-e-l
MA108,mantelpiece,
MA119,mantelshelf,
MA120,mantel,
MA123,mantelpiece,
MA124,mantel,
MA125,missing,
MA127,mantel,
MA135,mantelpiece,
MA136,mantelpiece,
MA137,shelf,
MA140,mantel,
MA141,mantelpiece,
MA145,mantel,
MA146,mantel,
MA147,mantelshelf,
MA148,mantelshelf,
MA149,mantel,
MA150,mantel,
MA151,mantel,
MA152,mantel,
MA153,"mantel, mantelpiece",mantel piece suggested
MA154,the mantelshelf,
MA155,"mantelshelf, mantel",mantel conversational
MA185,"mantel, mantelshelf",
MA186,mantel,
MA200,mantelpiece,
MA201,mantel,
MA202,mantelpiece,
MA203,mantel,
MA204,mantel,
MA207,mantel,
MA208,mantelshelf,
MA211,missing,
MA235,"mantel, mantelpiece",
MA255,"shelf, mantelpiece","shelf: in kitchen; mantel piece: suggested, always called shelf in back of stove in living room"
MA258,mantel,
MA273,"shelf, mantel, mantelpiece","shelf: usual, shelf by the chimney"
MA274,"mantel, mantelpiece","over fireplace; mantel piece: suggested, in parlor mantel: over stove, generally of marble"
MA284,mantel,
MA285,mantel,
MA289,"mantelpiece, the shelf, mantel",might say the shelf
MA291,mantel,
MA313,"mantelshelf, mantelpiece",
MA318,mantel,
MA319,mantel,
MA320,"mantel, shelf",used to say shelf
MA321,mantelpiece,
MA322,mantel,
MA325,"mantelpiece, shelf",use mantel piece
MA326,shelf,"doesn't use mantel, to her mantel is a shelf not over a fire place"
MA344,"mantelpiece, mantel, clock shelf",mantel piece: sometimes tin used to bake biscuits; clock shelf: in the house
MA349,"mantelshelf, mantelpiece",
MA350,"mantelshelf, mantel",
MA372,mantelpiece,
MA388,"mantelpiece, mantelshelf",
MA389,mantelpiece,
MA390,mantelpiece,
MA391,NR,
MA392,"mantel, mantelshelf, mantelpiece",
MA393,mantelpiece,
MA394,mantelpiece,
MA395,"mantelshelf, mantelpiece",
MA396,mantelpiece,
MA397,mantel,
MA398,"shelf, mantelpiece","INT: wouldn't call it mantel piece, would you? INF: oh no, that's a mantel piece (indicating a shelf on the wall with nothing under it"
MA399,"mantel, mantelpiece",[snow's?] definitiion was probably a slip
MA402,mantelpiece,
MA403,mantel,
MA404,mantelpiece,
MA409,"shelf, mantelpiece",
MA410,"mantel, mantelpiece",mantel piece for fireplace
MA411,"mantel, mantelpiece",
MA416,mantelpiece,
MA420,mantelpiece,
MA421,mantel,
MA423,"mantelpiece, shelf",shelf: commoner
MA424,mantel,
MA425,"mantel, clock shelf","if not over fire place, clock shelf"
MA426,"mantelpiece, mantelshelf",
MA427,"mantelshelf, mantel, shelf, mantelpiece","mantel piece: in old houses, built in to wood-work in one piece"
MA428,"mantel, mantelpiece, mantelshelf",mantel piece: usually; mantel shelf: in the older days
MA429,mantelpiece,
ME49,"mantel, mantelpiece",mantel piece: older
ME53,mantel,
ME64,mantel,
ME66,mantelpiece,
ME76,"mantelshelf, mantelpiece",mantel piece: older
ME77,"mantelpiece, mantel",
ME78,mantelpiece,
ME83,"mantelpiece, mantel","mantel: natural, from conversation"
ME84,mantelpiece,
ME85,missing,
ME86,missing,
ME87,mantelpiece,
ME88,mantelpiece,
ME131,"shelf, mantelpiece",some say mantel piece
ME221,mantelpiece,
ME222,mantel,
ME225,"shelf, mantel",
ME226,"mantel, shelf",shelf: older
ME227,"shelf, mantel",shelf: old; mantel: modern
ME228,"mantel, shelf",mantel: old
ME229,"mantel, shelf",
ME230,mantelpiece,
ME246,"mantel, mantelshelf",
ME247,mantelpiece,
ME248,NR,
ME249,mantelpiece,
ME250,"fire shelf, mantelpiece","fire shelf: heard once from Windham, ME; mantel piece: natural"
ME251,"mantel, mantelpiece",mantel: n longish; mantel piece: older
ME252,mantelpiece,
ME253,mantelpiece,
ME267,"mantelpiece, iron shelf",
ME268,mantelshelf,
ME269,mantel,
ME270,mantelpiece,
ME271,mantelpiece,
ME272,mantelpiece,
ME292,mantelpiece,
ME293,mantelpiece,
ME294,mantelpiece,
ME295,"mantel, mantelpiece","mantel piece: suggested, old, heard"
ME296,mantel,
ME297,"shelf, mantel, mantelpiece","mantel piece: suggested, old, heard"
ME298,"mantel, mantelpiece",mantel piece: usual
ME299,"mantelshelf, mantelpiece",
ME300,mantelpiece,
ME301,"mantel, mantelpiece",
ME302,"mantel, mantelpiece",
ME303,mantelpiece,
ME304,mantelpiece,
ME305,"mantel, mantelpiece",
ME306,"mantelpiece, chimney piece","chimney piece: old, heard"
ME308,"mantel, mantelpiece",mantel piece: natural
ME309,"mantel, mantelpiece",
ME310,mantelpiece,
ME311,mantelpiece,
ME312,mantelpiece,
ME327,"mantel, mantelshelf, mantelpiece",
ME328,mantelpiece,
ME329,"mantel, mantelshelf",
ME330,"mantel, mantelpiece",
ME331,mantelpiece,
ME332,"mantelpiece, mantelshelf",mantel piece: commonly
ME333,mantel,
ME358,missing,
ME359,mantel,
ME360,mantelpiece,
ME361,"mantel, mantelpiece",
ME362,missing,
ME363,mantel,
ME364,mantel,
ME365,missing,
ME366,"mantel, mantelpiece",
ME367,mantelpiece,
ME368,mantelpiece,
ME377,mantelpiece,
ME379,mantelpiece,
ME380,"mantel, mantelpiece",
MI1A,mantel,
MI1B,a shelf,
MI2A,a shelf,
MI2B,"a mantel, mantel clock, a little shelf, what not",what not: for wall clocks; a little shelf: for kitchen clock
MI2C,a shelf,
MI3A,shelf,
MI3B,a little shelf,
MI4A,shelf,
MI4B,"a shelf, clock shelf",
MI5A,mantel,
MI5B,"mantel, cupboard",cupboard: for kitchen; mantel: over fireplace
MI5C,mantel,
MI6A,"shelves, clock shelf",
MI6B,mantel clock,
MI6C,"a shelf, clock shelf",
MI7A,clock shelf,
MI7B,"a shelf, clock shelf",
MI8A,a shelf,
MI8B,kitchen cabinet,clock sat on
MI9A,clock shelf,used to be mostly in kitchen
MI9B,"a shelf, clock shelf",
MI9C,"mantel, a shelf, clock shelf",
MI9D,"mantel, fire board",fire board: New England
MI10A,NR,no open fireplaces
MI10B,clock shelf,no open fireplaces
MI10C,a clock shelf,with brackets on wall
MI11A,"mantelshelf, shelf, clock shelf",shelf: on wall
MI11B,a clock shelf,"no open fireplaces; 1' wode, 2' or less long, on brackets"
